0.000000000000000000e+00 8.296000000000000000e+03 -4.442543810867739459e-04 -7.843277638070498626e-04 8.125319961933599118e-07
1.000000000000000000e+00 2.467000000000000000e+03 -1.674316423577664826e-04 1.738959667376494336e-04 5.827316211024070325e-08
2.000000000000000000e+00 9.084000000000000000e+03 6.184954992998737376e-04 -2.609399624885064468e-04 4.506263466777032648e-07
3.000000000000000000e+00 8.442000000000000000e+03 -4.623375739849414469e-05 7.897753185895524646e-04 6.258826141764119188e-07
4.000000000000000000e+00 3.857000000000000000e+03 -7.351795851650577696e-04 -2.403424449608998286e-04 5.982535132932496736e-07
5.000000000000000000e+00 6.600000000000000000e+01 -1.744601480549558617e-04 3.786464393933930417e-04 1.738094693246515809e-07
6.000000000000000000e+00 4.751000000000000000e+03 -2.712381528374627725e-04 4.906036184727288058e-04 3.142620460132136809e-07
7.000000000000000000e+00 2.723000000000000000e+03 8.003011190066948053e-05 -9.916921179374264990e-04 9.898580755900523653e-07
8.000000000000000000e+00 6.815000000000000000e+03 -3.856715280240743081e-05 5.277272790183098377e-04 2.799835062953533037e-07
9.000000000000000000e+00 3.720000000000000000e+03 -5.356841765799117468e-04 5.350699202542556071e-04 5.732573565989935136e-07
1.000000000000000000e+01 4.538000000000000000e+03 1.284793488055383003e-04 3.089843955761833495e-04 1.119782997790745389e-07
1.100000000000000000e+01 4.559000000000000000e+03 -3.876156104986217162e-05 1.007458708841158651e-04 1.165218911522113717e-08
1.200000000000000000e+01 1.860000000000000000e+03 3.374780409025903392e-04 -3.548546155600030769e-04 2.398132262756880260e-07
1.300000000000000000e+01 6.105000000000000000e+03 -4.686981519735530766e-04 4.564183123007459122e-04 4.279956334668850985e-07
1.400000000000000000e+01 4.043000000000000000e+03 -1.968936405908334845e-04 3.654384088875213283e-04 1.723123363953555292e-07
1.500000000000000000e+01 9.312000000000000000e+03 -5.498832092060589776e-04 -6.007048384811027736e-04 6.632178467413621995e-07
1.600000000000000000e+01 6.171000000000000000e+03 7.714350754712477436e-04 2.082646808085060301e-05 5.955458174400523857e-07
1.700000000000000000e+01 5.764000000000000000e+03 7.761532779093016036e-04 1.705628559630546651e-04 6.315055986436272903e-07
1.800000000000000000e+01 9.286000000000000000e+03 -6.184543444311932543e-05 6.027182642020644399e-05 7.457550821485666105e-09
1.900000000000000000e+01 5.030000000000000000e+03 -5.135066363350727957e-04 -2.530434281936080627e-04 3.277200421121344228e-07
