0.000000000000000000e+00,9.083880712197178742e-02,-6.985069389183213850e-01,4.961636325963863503e-01
1.000000000000000000e+00,4.906713192544226443e-01,4.010237818124858800e-01,4.015784171180638573e-01
2.000000000000000000e+00,1.137706453605440204e+00,6.842883276085547362e-01,1.762626489876780500e+00
3.000000000000000000e+00,-7.674063389296397197e-01,-1.091291445074293875e-02,5.890315807312023200e-01
4.000000000000000000e+00,3.704867502821804770e-01,3.594073602468422224e-01,2.664340827342541740e-01
5.000000000000000000e+00,5.210173642501381153e-01,7.559308277226693962e-01,8.428905101516411813e-01
6.000000000000000000e+00,1.105653192796012263e-01,1.053577050689259664e+00,1.122249291566479013e+00
7.000000000000000000e+00,2.623920473625283578e-01,5.698145321902446936e-01,3.935381876142867164e-01
8.000000000000000000e+00,6.422322997538064682e-01,1.086897745610241328e-01,4.242757939411893608e-01
9.000000000000000000e+00,1.129346921609151622e+00,-6.333568986149469282e-01,1.676565430371211418e+00
1.000000000000000000e+01,8.980571057208253105e-02,5.846690043729843023e-01,3.499029103258534112e-01
1.100000000000000000e+01,7.691409997833138501e-01,-4.130966561091332645e-01,7.622267248362231129e-01
1.200000000000000000e+01,-2.706028082996638773e-01,-6.145839816735948480e-01,4.509393503894342237e-01
1.300000000000000000e+01,-1.591646487463188597e-01,7.588327886897117125e-01,6.011605866011437982e-01
1.400000000000000000e+01,2.156754295146416922e-01,9.370099584390019221e-01,9.245035531101852833e-01
1.500000000000000000e+01,-4.381867547967597254e-01,-1.526555901598669607e-03,1.920099624522363380e-01
1.600000000000000000e+01,7.920157477060223439e-01,-8.944768619782750285e-01,1.427377801228831622e+00
1.700000000000000000e+01,-7.325880996929684530e-02,-2.033277766531092212e-01,4.670903799681420943e-02
1.800000000000000000e+01,8.566118538325714904e-02,-3.142531983442318211e-01,1.060929113508438520e-01
1.900000000000000000e+01,-2.228380532354347354e-02,-8.845126746516096539e-01,7.828592395990418007e-01
2.000000000000000000e+01,-1.046290142095558373e-01,-6.439455165910452639e-01,4.256130589521716079e-01
2.100000000000000000e+01,6.928244832644826490e-01,2.899260315977748581e-01,5.640628684087313216e-01
2.200000000000000000e+01,-2.315698869675983929e-01,-3.857661289637178137e-01,2.024401188058380652e-01
