0.000000000000000000e+00 8.700000000000000000e+01 1.567591883950008366e-03 -2.305328494367504550e-03 1.541857988339501162e-03
1.000000000000000000e+00 5.300000000000000000e+01 6.142639872413887744e-04 -4.488372556825208359e-04 1.148242873512117512e-04
2.000000000000000000e+00 1.800000000000000000e+01 -1.451025037465615564e-03 -3.245144369085073421e-05 4.179153627390519432e-04
3.000000000000000000e+00 8.500000000000000000e+01 -3.721604558140374081e-04 -2.478108899984649872e-03 1.245783995813098954e-03
4.000000000000000000e+00 7.400000000000000000e+01 6.210138132513153691e-04 9.436245550203253840e-07 7.651160694877034985e-05
5.000000000000000000e+00 8.300000000000000000e+01 2.227969661400567777e-04 5.772795513443035320e-04 7.596230629758338182e-05
6.000000000000000000e+00 3.900000000000000000e+01 1.188454920492947736e-03 -7.999912340873882588e-05 2.814823503847208030e-04
7.000000000000000000e+00 1.600000000000000000e+01 1.342326643984370627e-04 -1.573583685359480899e-03 4.948223943515017709e-04
8.000000000000000000e+00 8.000000000000000000e+01 -2.248290943035370290e-03 1.743677171382873939e-03 1.606005448028469118e-03
9.000000000000000000e+00 6.000000000000000000e+01 1.344767823653097299e-03 -1.467821643819691366e-03 7.862030416205811889e-04
1.000000000000000000e+01 4.500000000000000000e+01 1.854766364904534420e-03 1.149397024409947506e-03 9.445898329261126491e-04
1.100000000000000000e+01 8.500000000000000000e+01 -4.963886736299859444e-04 -3.517198680054369614e-05 4.912953599855995890e-05
1.200000000000000000e+01 2.600000000000000000e+01 -1.965827251460551886e-03 -6.634938882626173484e-04 8.540087803261542376e-04
1.300000000000000000e+01 8.800000000000000000e+01 2.162460907673960028e-04 -9.483571075795983740e-04 1.877068727615949228e-04
1.400000000000000000e+01 3.700000000000000000e+01 7.346690084204434562e-04 1.114850229079190208e-03 3.536584132319831042e-04
1.500000000000000000e+01 7.900000000000000000e+01 -9.624963821106549341e-04 -7.416399381457144252e-04 2.929110948954871674e-04
1.600000000000000000e+01 6.100000000000000000e+01 4.963273886497781250e-04 -1.823161759311079082e-03 7.083040580013744147e-04
1.700000000000000000e+01 3.800000000000000000e+01 1.468630604876773951e-03 9.131950080014036852e-04 5.933477778761186983e-04
1.800000000000000000e+01 2.700000000000000000e+01 -1.274916114878824405e-04 3.985259845659971413e-04 3.473388920127717938e-05
1.900000000000000000e+01 8.100000000000000000e+01 -1.892136897389264452e-03 -1.610019239485134274e-03 1.224531525000571719e-03
