0.000000000000000000e+00,-1.003814987976853201e-01,3.106208788540277155e+00,1.372778002035855494e+01
1.000000000000000000e+00,7.095035817431538661e-03,2.049758444464757634e+00,4.696250724108836039e+00
2.000000000000000000e+00,-5.280734024519001535e-02,7.618985861695648509e-02,1.678136883757410658e+00
3.000000000000000000e+00,1.207048565835056042e-02,1.291856750891706707e-02,6.198272594845377625e-02
4.000000000000000000e+00,-2.250665209074831363e-02,5.652437627695261479e-02,7.275913661871840077e-01
5.000000000000000000e+00,5.481740717820930003e-03,8.335679129248818597e-03,1.974284389661562500e-02
6.000000000000000000e+00,1.552239390177173606e-02,1.024413890991609621e+00,1.214610332588037522e+00
7.000000000000000000e+00,-6.620841986709022353e-02,-5.254232434589051204e-02,1.400024739626651638e+00
8.000000000000000000e+00,9.917964021651293205e-03,9.930364466395418255e-01,1.015200367642904666e+00
9.000000000000000000e+00,-5.526897421538633226e-03,3.869267324854452905e-02,3.016242753717008895e-01
1.000000000000000000e+01,-1.413542985249321982e-02,4.559797351319794245e-02,4.493071448436296578e-01
1.100000000000000000e+01,9.710830637639760177e-01,2.197177478734801959e-02,1.203230178748540879e+00
1.200000000000000000e+01,2.635604495000315461e-02,1.532396902085796445e-02,1.840496669092459570e-01
1.300000000000000000e+01,6.104287908626124248e-02,-2.083798105164796910e-02,8.163062757359469401e-01
1.400000000000000000e+01,1.379556141485827059e-02,4.938226021018712886e-02,5.176849828578724555e-01
1.500000000000000000e+01,-1.071441286238504487e-03,3.195155366060052626e-02,2.020906706287668442e-01
1.600000000000000000e+01,5.240706744698120367e-03,1.202405582857894034e-02,3.411789387921615457e-02
1.700000000000000000e+01,1.475165257851025757e-02,3.387436495317501517e-02,2.699373306528229932e-01
1.800000000000000000e+01,-1.364445712450769801e-02,-3.375069359869348196e-02,2.620612969690725436e-01
1.900000000000000000e+01,-6.991326344076778665e-02,2.181605194495916944e-02,1.048574010289591740e+00
2.000000000000000000e+01,9.944609247085913761e-01,6.737289372628241235e-03,1.004012067113940532e+00
2.100000000000000000e+01,1.255508683228268030e-02,-6.822102626818704607e-03,4.048842958556519989e-02
2.200000000000000000e+01,4.632065029383887131e-03,1.008363653933462167e+00,1.034858204390999958e+00
2.300000000000000000e+01,2.156615370041781166e-02,-1.170391334022513607e-02,1.192954499704583782e-01
2.400000000000000000e+01,4.377538071828485783e-02,5.870849432461078266e-04,3.778652921253424779e-01
2.500000000000000000e+01,1.857264836393401203e-02,-2.636566399699655228e-03,6.973586913354523631e-02
2.600000000000000000e+01,1.447690222121900128e-02,-1.428064952493235396e-02,8.198311238762556741e-02
2.700000000000000000e+01,-2.540706536260705847e-02,1.868693902043978838e-02,1.969951876165154658e-01
2.800000000000000000e+01,-4.221109298990410874e-02,8.243877088634103678e-03,3.649135407736210368e-01
2.900000000000000000e+01,-1.942001939128967791e-03,-2.021760886741219565e-04,7.563103458210207464e-04
3.000000000000000000e+01,4.753024527210991668e-02,-3.235847144962496202e-02,6.519074833280527059e-01
3.100000000000000000e+01,-1.819608479691370295e-03,9.549518821048919026e-02,1.756498890492853349e+00
3.200000000000000000e+01,-3.615067271275279603e-02,-2.751460420722870448e-04,2.581807109425540148e-01
