0.000000000000000000e+00 6.700000000000000000e+01 2.940991458863824112e-03 -2.217441107076112417e-03 2.691417183068978147e-03
1.000000000000000000e+00 9.800000000000000000e+01 8.513421719937713794e-05 -3.299494432559293977e-03 2.161188853804674181e-03
2.000000000000000000e+00 8.600000000000000000e+01 -2.542569596245797259e-03 8.593060905996985355e-04 1.429004030725877783e-03
3.000000000000000000e+00 8.000000000000000000e+00 2.796120260321721673e-03 8.600706374624483841e-04 1.697801425969203137e-03
4.000000000000000000e+00 1.000000000000000000e+01 2.329217037340111651e-03 2.650664350328346686e-03 2.470182978484558589e-03
5.000000000000000000e+00 2.000000000000000000e+00 5.791682080022453327e-04 -5.435680684512389504e-05 6.713391994850326228e-05
6.000000000000000000e+00 5.500000000000000000e+01 -2.666518702021003495e-03 -7.597053537874431939e-04 1.525101013477581091e-03
7.000000000000000000e+00 8.800000000000000000e+01 7.975980125175530233e-04 2.944726653551183598e-03 1.846500672726847370e-03
8.000000000000000000e+00 3.000000000000000000e+01 -5.958316675393291600e-05 -1.764479786434014486e-03 6.183697557524681088e-04
9.000000000000000000e+00 3.300000000000000000e+01 -1.997640275873735494e-03 -3.531978282064751617e-03 3.266501077682448795e-03
1.000000000000000000e+01 7.100000000000000000e+01 -2.648879782693319695e-04 1.848093089616198448e-03 6.915106032181483897e-04
1.100000000000000000e+01 6.600000000000000000e+01 -6.969556554664919044e-03 -3.876808557808919531e-04 9.665125303779831256e-03
1.200000000000000000e+01 9.300000000000000000e+01 2.407463889027794401e-03 3.925365276820145903e-04 1.180404606955676172e-03
1.300000000000000000e+01 2.200000000000000000e+01 3.163715436639347178e-03 -4.006856221162147236e-03 5.170657382279841841e-03
1.400000000000000000e+01 9.000000000000000000e+00 -2.162263157297505956e-03 -1.375662842816205433e-03 1.302989029969836565e-03
1.500000000000000000e+01 2.600000000000000000e+01 -3.811152981107018486e-03 -2.221508034005448273e-04 2.891276509952689366e-03
1.600000000000000000e+01 5.200000000000000000e+01 7.222072134435283605e-04 2.824616619160336128e-03 1.686299627110088295e-03
1.700000000000000000e+01 2.900000000000000000e+01 -1.942001939128967791e-03 -2.021760886741219565e-04 7.563103458210207464e-04
1.800000000000000000e+01 1.500000000000000000e+01 7.155367945766100135e-03 -2.749192112140785068e-03 1.165525361742680843e-02
1.900000000000000000e+01 9.000000000000000000e+01 1.531027024463171848e-03 8.796622710081497543e-04 6.185527076887353815e-04
