0.000000000000000000e+00 2.010200000000000000e+04 3.792432728845662737e-03 -3.444297438935128852e-02 2.372969502581909751e-01
1.000000000000000000e+00 4.376900000000000000e+04 -2.292265164558771051e-02 -2.545827351901897018e-03 1.053513456187467057e-01
2.000000000000000000e+00 4.320000000000000000e+04 -1.274343459678284329e-02 1.482489614064474992e-02 7.577155382734090949e-02
3.000000000000000000e+00 9.649000000000000000e+03 -9.350554001676794624e-03 3.228672588425780116e-02 2.234467107451294510e-01
4.000000000000000000e+00 6.129600000000000000e+04 -6.364901820794299780e-03 -4.026921734202215664e-02 3.280467382921479214e-01
5.000000000000000000e+00 2.501700000000000000e+04 -3.642321901146647334e-03 -1.368135648574422998e-02 3.974404429610700618e-02
6.000000000000000000e+00 7.650000000000000000e+04 1.060329025911466161e-03 2.155468140830996138e-02 9.225677560674938604e-02
7.000000000000000000e+00 8.650600000000000000e+04 -3.080967074268397415e-02 4.495487282920151983e-03 1.917455905538645311e-01
8.000000000000000000e+00 6.800000000000000000e+04 1.760875579521226086e-02 4.253320819541071829e-02 4.182383637119571063e-01
9.000000000000000000e+00 2.920000000000000000e+04 1.680395552173339843e-02 -1.146679630140523543e-02 8.204363148934490368e-02
1.000000000000000000e+01 4.500000000000000000e+03 -1.148262396924049078e-02 1.955398510040184945e-02 1.019088147549034318e-01
1.100000000000000000e+01 1.163700000000000000e+04 -1.402677116616251468e-02 -5.669416022449191850e-03 4.538467549032532133e-02
1.200000000000000000e+01 6.950000000000000000e+04 -2.225875770088853178e-02 -3.101657192223064574e-02 2.883929492515342474e-01
1.300000000000000000e+01 2.110100000000000000e+04 1.323390766342417979e-02 3.768312010462060435e-02 3.151389637180557202e-01
1.400000000000000000e+01 3.783000000000000000e+04 -3.273271432859231611e-02 4.215667004273609964e-02 5.623520842249547513e-01
1.500000000000000000e+01 2.500000000000000000e+03 3.284764446124485704e-02 -1.286131105899924673e-02 2.461026607255547560e-01
1.600000000000000000e+01 4.510000000000000000e+04 -9.969557113846463925e-03 1.462259449590341820e-02 6.210275415435972945e-02
1.700000000000000000e+01 7.842300000000000000e+04 1.121693694932923702e-02 3.412476457008957464e-02 2.550995796906647683e-01
1.800000000000000000e+01 4.311300000000000000e+04 -5.105396654695039393e-03 3.255114531639208275e-03 7.272707628299457383e-03
1.900000000000000000e+01 1.810500000000000000e+04 8.989817091258758136e-03 -8.640630277086253086e-03 3.083760630467935471e-02
